 ,Area,Mean,Perim.,Circ.,AR,Round,Solidity
4033,12,255,11.8995,1.0000,1.2812,0.7805,0.8571
4034,23,255,16.7279,1.0000,1.1317,0.8836,0.8846
4035,6,255,9.0711,0.9163,1.5933,0.6276,0.8571
4036,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
4037,17,255,14.7279,0.9849,2.0545,0.4867,0.8718
4038,7,255,8.4853,1.0000,1.5964,0.6264,0.8750
4039,2,255,4.8284,1.0000,2.0000,0.5000,1.0000
4040,12,255,11.6569,1.0000,1.3333,0.7500,1.0000
4041,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
4042,59,255,34.9706,0.6063,3.1600,0.3165,0.8676
4043,18,255,14.7279,1.0000,1.2574,0.7953,0.8571
4044,166,255,52.5269,0.7561,1.7523,0.5707,0.8448
4045,28,255,18.9706,0.9777,1.3504,0.7405,0.8615
4046,36,255,20.7279,1.0000,1.1857,0.8434,0.9351
4047,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
4048,7,255,8.4853,1.0000,1.5964,0.6264,0.8750
4049,46,255,24.1421,0.9918,1.1994,0.8337,0.9109
4050,4,255,5.6569,1.0000,1.0000,1.0000,1.0000
4051,97,255,37.7990,0.8531,1.6105,0.6209,0.9065
4052,3,255,6.2426,0.9674,3.0000,0.3333,1.0000
4053,9,255,9.8995,1.0000,1.3403,0.7461,0.8571
4054,59,255,27.5563,0.9764,1.1383,0.8785,0.9147
4055,39,255,22.1421,0.9996,1.1107,0.9003,0.9070
4056,15,255,13.3137,1.0000,1.1275,0.8869,0.8571
4057,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
4058,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
4059,45,255,24.1421,0.9702,1.1132,0.8983,0.9091
4060,22,255,15.8995,1.0000,1.1014,0.9079,0.9362
4061,47,255,24.9706,0.9472,1.2287,0.8138,0.8785
4062,18,255,18.3848,0.6692,2.6288,0.3804,0.6792
4063,2,255,4.8284,1.0000,2.0000,0.5000,1.0000
4064,8,255,9.0711,1.0000,1.2286,0.8139,0.9412
4065,20,255,15.3137,1.0000,1.0381,0.9633,0.9091
4066,47,255,24.1421,1.0000,1.1466,0.8722,0.9307
4067,4,255,7.0711,1.0000,2.0313,0.4923,0.8000
4068,43,255,26.3848,0.7762,1.2439,0.8039,0.8350
4069,40,255,24.3848,0.8453,1.6457,0.6076,0.8696
4070,2,255,5.6569,0.7854,2.6457,0.3780,0.6667
4071,65,255,30.0416,0.9051,1.3808,0.7242,0.8553
4072,27,255,18.9706,0.9428,1.1737,0.8520,0.8308
4073,17,255,14.7279,0.9849,1.1202,0.8927,0.8293
4074,4,255,7.6569,0.8574,1.4676,0.6814,0.8000
4075,4,255,7.6569,0.8574,2.0313,0.4923,0.8000
4076,3,255,5.6569,1.0000,1.4638,0.6831,0.8571
4077,15,255,13.8995,0.9757,1.1856,0.8434,0.8824
4078,2,255,4.8284,1.0000,2.0000,0.5000,1.0000
4079,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
4080,5,255,7.6569,1.0000,1.5530,0.6439,0.9091
4081,31,255,19.5563,1.0000,1.1156,0.8963,0.8857
4082,2,255,5.6569,0.7854,2.6457,0.3780,0.6667
4083,8,255,10.4853,0.9144,1.6053,0.6229,0.8000
4084,66,255,28.3848,1.0000,1.0287,0.9721,0.9231
4085,10,255,11.3137,0.9817,1.2411,0.8058,0.8000
4086,5,255,7.6569,1.0000,1.5530,0.6439,0.9091
4087,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
4088,11,255,11.0711,1.0000,1.3721,0.7288,0.9565
4089,28,255,18.7279,1.0000,1.2390,0.8071,0.8889
4090,2,255,4.8284,1.0000,2.0000,0.5000,1.0000
4091,4,255,7.6569,0.8574,2.0313,0.4923,0.8000
4092,18,255,14.7279,1.0000,1.5317,0.6529,0.8780
4093,36,255,20.7279,1.0000,1.1857,0.8434,0.9351
4094,30,255,20.1421,0.9292,1.1778,0.8490,0.8571
4095,41,255,23.5563,0.9285,1.1252,0.8887,0.8723
4096,56,255,26.3848,1.0000,1.2936,0.7731,0.9256
4097,14,255,12.4853,1.0000,1.1245,0.8893,0.9333
4098,11,255,11.8995,0.9762,1.4496,0.6898,0.8148
4099,4,255,7.6569,0.8574,2.0313,0.4923,0.8000
4100,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
4101,18,255,14.7279,1.0000,1.2204,0.8194,0.8571
4102,44,255,22.9706,1.0000,1.2157,0.8226,0.9072
4103,45,255,24.3848,0.9510,1.1763,0.8501,0.8738
4104,11,255,11.3137,1.0000,1.1388,0.8781,0.8148
4105,47,255,29.2132,0.6921,2.3606,0.4236,0.7642
4106,6,255,7.6569,1.0000,1.5000,0.6667,1.0000
4107,52,255,24.9706,1.0000,1.0216,0.9789,0.9204
4108,145,255,47.6985,0.8009,1.6172,0.6184,0.8869
4109,7,255,9.0711,1.0000,1.3797,0.7248,0.8750
4110,79,255,33.2132,0.8999,1.6482,0.6067,0.9080
4111,13,255,13.3137,0.9216,1.4205,0.7040,0.8125
4112,29,255,19.5563,0.9529,1.0769,0.9286,0.8529
4113,9,255,10.4853,1.0000,1.5362,0.6510,0.8571
4114,18,255,16.1421,0.8681,2.2803,0.4385,0.8000
4115,6,255,7.6569,1.0000,1.5000,0.6667,1.0000
4116,5,255,7.0711,1.0000,1.5530,0.6439,0.9091
4117,7,255,8.4853,1.0000,1.0688,0.9356,0.8750
4118,70,255,30.9706,0.9171,1.4786,0.6763,0.9091
4119,34,255,20.9706,0.9716,1.1700,0.8547,0.8500
4120,117,255,42.8701,0.8000,1.7485,0.5719,0.8864
4121,103,255,40.8701,0.7749,1.6329,0.6124,0.8443
4122,2,255,5.6569,0.7854,2.6457,0.3780,0.6667
4123,33,255,20.1421,1.0000,1.0707,0.9339,0.9041
4124,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
4125,75,255,40.0416,0.5878,1.7754,0.5633,0.7576
4126,31,255,26.9706,0.5355,2.9322,0.3410,0.7126
4127,89,255,35.2132,0.9020,1.1299,0.8851,0.9036
4128,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
4129,85,255,39.6985,0.6778,2.4567,0.4071,0.8458
4130,4,255,7.6569,0.8574,1.4676,0.6814,0.8000
4131,75,255,37.4558,0.6718,1.8362,0.5446,0.8242
4132,303,255,99.0538,0.3881,3.0877,0.3239,0.6352
4133,16,255,13.6569,1.0000,1.0000,1.0000,1.0000
4134,12,255,11.8995,1.0000,1.2809,0.7807,0.8571
4135,197,255,67.3553,0.5457,2.1144,0.4729,0.7519
4136,248,255,82.9117,0.4533,2.7548,0.3630,0.7230
4137,58,255,33.2132,0.6607,1.1457,0.8728,0.7785
4138,133,255,75.0122,0.2970,3.0851,0.3241,0.5553
4139,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
4140,2,255,4.8284,1.0000,2.0000,0.5000,1.0000
4141,235,255,76.0833,0.5102,2.3844,0.4194,0.8333
4142,25,255,17.5563,1.0000,1.1256,0.8884,0.8621
4143,8,255,10.4853,0.9144,1.4354,0.6967,0.8421
4144,66,255,29.7990,0.9340,1.3817,0.7237,0.8919
4145,83,255,47.1127,0.4699,3.3019,0.3029,0.6694
4146,23,255,16.7279,1.0000,1.1317,0.8836,0.8846
4147,55,255,26.1421,1.0000,1.2632,0.7917,0.9402
4148,10,255,10.4853,1.0000,1.5512,0.6447,0.9091
4149,103,255,46.1838,0.6068,1.0829,0.9234,0.7687
4150,2,255,4.8284,1.0000,2.0000,0.5000,1.0000
4151,26,255,19.5563,0.8543,1.7437,0.5735,0.8525
4152,3,255,6.8284,0.8085,3.0000,0.3333,1.0000
4153,23,255,16.7279,1.0000,1.2355,0.8094,0.8846
4154,38,255,22.1421,0.9740,1.4330,0.6978,0.9157
4155,16,255,13.8995,1.0000,1.3919,0.7184,0.8889
4156,8,255,9.6569,1.0000,2.0000,0.5000,1.0000
4157,111,255,43.6985,0.7305,2.2288,0.4487,0.8132
4158,17,255,16.1421,0.8199,1.9259,0.5193,0.7727
4159,6,255,7.6569,1.0000,1.5000,0.6667,1.0000
4160,13,255,13.3137,0.9216,1.9547,0.5116,0.8125
4161,4,255,7.6569,0.8574,2.0313,0.4923,0.8000
4162,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
4163,2,255,5.6569,0.7854,2.6457,0.3780,0.6667
4164,252,255,94.5685,0.3541,1.4546,0.6875,0.6437
4165,3,255,5.6569,1.0000,1.4638,0.6831,0.8571
4166,57,255,26.7279,1.0000,1.2829,0.7795,0.9580
4167,215,255,71.3553,0.5306,2.1561,0.4638,0.7776
4168,51,255,29.7990,0.7217,1.6588,0.6029,0.8361
4169,15,255,13.8995,0.9757,1.3925,0.7181,0.8824
4170,103,255,41.1127,0.7658,1.3337,0.7498,0.8340
4171,56,255,27.2132,0.9503,1.3341,0.7496,0.8750
4172,16,255,13.3137,1.0000,1.2089,0.8272,0.8889
4173,26,255,19.5563,0.8543,2.2460,0.4452,0.8814
4174,33,255,21.5563,0.8924,1.7708,0.5647,0.8571
4175,157,255,54.5269,0.6636,2.1229,0.4710,0.8396
4176,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
4177,95,255,36.3848,0.9018,1.1687,0.8556,0.9179
4178,18,255,14.4853,1.0000,1.3620,0.7342,0.9474
4179,13,255,11.8995,1.0000,1.1592,0.8627,0.8966
4180,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
4181,41,255,22.7279,0.9974,1.1016,0.9078,0.9213
4182,21,255,16.7279,0.9431,1.4313,0.6987,0.8571
4183,35,255,21.5563,0.9465,1.2353,0.8095,0.8974
4184,20,255,16.1421,0.9645,1.2198,0.8198,0.8333
4185,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
4186,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
4187,4,255,5.6569,1.0000,1.0000,1.0000,1.0000
4188,23,255,20.1421,0.7124,1.4543,0.6876,0.8364
4189,33,255,20.1421,1.0000,1.0707,0.9339,0.9041
4190,24,255,19.3137,0.8085,2.1924,0.4561,0.8571
4191,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
4192,27,255,18.7279,0.9674,1.2189,0.8204,0.8710
4193,5,255,7.6569,1.0000,1.5530,0.6439,0.9091
4194,25,255,17.3137,1.0000,1.3125,0.7619,0.9259
4195,2,255,5.6569,0.7854,2.6457,0.3780,0.6667
4196,59,255,26.9706,1.0000,1.0905,0.9170,0.9291
4197,153,255,62.7696,0.4880,1.7071,0.5858,0.7133
4198,49,255,30.6274,0.6564,1.7052,0.5864,0.8167
4199,5,255,7.6569,1.0000,1.5530,0.6439,0.9091
4200,277,255,88.9117,0.4403,3.8720,0.2583,0.7960
4201,42,255,25.7990,0.7930,1.7486,0.5719,0.8485
4202,51,255,26.3848,0.9206,1.0670,0.9372,0.8718
4203,225,255,64.8701,0.6719,2.1560,0.4638,0.9018
4204,145,255,56.1838,0.5772,1.8636,0.5366,0.7989
4205,2,255,4.8284,1.0000,2.0000,0.5000,1.0000
4206,203,255,63.5980,0.6307,1.3799,0.7247,0.7868
4207,4,255,5.6569,1.0000,1.0000,1.0000,1.0000
4208,40,255,29.2132,0.5890,1.6038,0.6235,0.7547
4209,16,255,13.8995,1.0000,1.2344,0.8101,0.8889
4210,31,255,19.5563,1.0000,1.2871,0.7769,0.8732
4211,16,255,14.4853,0.9582,1.2330,0.8110,0.9143
4212,4,255,5.6569,1.0000,1.0000,1.0000,1.0000
4213,217,255,58.7696,0.7895,1.2297,0.8132,0.8768
4214,21,255,16.1421,1.0000,1.2721,0.7861,0.8571
4215,2,255,4.8284,1.0000,2.0000,0.5000,1.0000
4216,44,255,23.5563,0.9964,1.1254,0.8886,0.9072
4217,18,255,14.7279,1.0000,1.2574,0.7953,0.8571
4218,16,255,14.1421,1.0000,1.4522,0.6886,0.8205
4219,50,255,24.3848,1.0000,1.0533,0.9494,0.9091
4220,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
4221,71,255,30.3848,0.9664,1.4017,0.7134,0.9221
4222,49,255,25.5563,0.9428,1.2596,0.7939,0.8991
4223,98,255,35.7990,0.9609,1.1972,0.8353,0.9333
4224,4,255,5.6569,1.0000,1.0000,1.0000,1.0000
4225,40,255,26.9706,0.6910,2.3142,0.4321,0.8081
4226,82,255,45.1127,0.5063,1.7570,0.5692,0.7455
4227,81,255,33.7990,0.8910,1.1567,0.8645,0.8901
4228,4,255,7.0711,1.0000,1.4676,0.6814,0.8000
4229,32,255,19.3137,1.0000,1.0000,1.0000,0.9412
4230,4,255,5.6569,1.0000,1.0000,1.0000,1.0000
4231,5,255,7.6569,1.0000,1.5530,0.6439,0.9091
4232,10,255,11.3137,0.9817,1.3159,0.7599,0.7692
4233,102,255,39.2132,0.8336,1.1216,0.8916,0.8718
4234,11,255,11.0711,1.0000,1.3721,0.7288,0.9565
4235,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
4236,132,255,49.4558,0.6782,2.2393,0.4466,0.8544
4237,233,255,65.0122,0.6927,1.4877,0.6722,0.8292
4238,44,255,23.3137,1.0000,1.0433,0.9585,0.9462
4239,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
4240,7,255,9.0711,1.0000,1.0688,0.9356,0.8750
4241,93,255,43.1127,0.6288,1.6261,0.6150,0.8230
4242,359,255,110.4680,0.3697,2.1455,0.4661,0.7095
4243,17,255,13.8995,1.0000,1.2632,0.7917,0.9189
4244,21,255,16.1421,1.0000,1.2721,0.7861,0.8571
4245,49,255,24.9706,0.9875,1.1937,0.8377,0.9074
4246,6,255,8.4853,1.0000,1.2910,0.7746,0.8000
4247,24,255,16.7279,1.0000,1.2220,0.8184,0.9057
4248,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
4249,9,255,10.4853,1.0000,1.3403,0.7461,0.8571
4250,23,255,16.4853,1.0000,1.0080,0.9920,0.9583
4251,65,255,34.2843,0.6949,1.5467,0.6466,0.7927
4252,280,255,71.5980,0.6864,1.6691,0.5991,0.8459
4253,4,255,7.0711,1.0000,1.4676,0.6814,0.8000
4254,57,255,26.6274,1.0000,1.0342,0.9669,0.8906
4255,18,255,15.3137,0.9645,1.3312,0.7512,0.8571
4256,7,255,12.4853,0.5643,3.0017,0.3331,0.6667
4257,58,255,34.8701,0.5994,1.9992,0.5002,0.7632
4258,38,255,21.7990,1.0000,1.2041,0.8305,0.8636
4259,101,255,43.6985,0.6647,2.1840,0.4579,0.7829
4260,6,255,7.6569,1.0000,1.5000,0.6667,1.0000
4261,39,255,21.5563,1.0000,1.0965,0.9120,0.9176
4262,2,255,4.8284,1.0000,2.0000,0.5000,1.0000
4263,17,255,22.9706,0.4049,2.3882,0.4187,0.6182
4264,4,255,5.6569,1.0000,1.0000,1.0000,1.0000
4265,2,255,4.2426,1.0000,2.0000,0.5000,1.0000
4266,193,255,61.1127,0.6494,1.8300,0.5465,0.8092
4267,2,255,4.8284,1.0000,2.0000,0.5000,1.0000
4268,274,255,77.9828,0.5662,2.1525,0.4646,0.8012
4269,8,255,14.1421,0.5027,3.0478,0.3281,0.5926
4270,24,255,18.1421,0.9163,1.5702,0.6369,0.8727
4271,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
4272,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
4273,87,255,36.0416,0.8416,1.4087,0.7099,0.8447
4274,47,255,34.8701,0.4857,2.3878,0.4188,0.7344
4275,68,255,29.7990,0.9623,1.1149,0.8970,0.8947
4276,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
4277,26,255,22.7279,0.6325,2.2003,0.4545,0.7647
4278,23,255,16.1421,1.0000,1.2411,0.8057,0.8846
4279,106,255,47.1127,0.6001,1.9469,0.5136,0.7823
4280,82,255,42.0416,0.5830,3.0274,0.3303,0.8542
4281,7,255,8.4853,1.0000,1.5964,0.6264,0.8750
4282,34,255,20.1421,1.0000,1.2332,0.8109,0.9067
4283,29,255,18.7279,1.0000,1.0762,0.9292,0.9062
4284,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
4285,83,255,37.1127,0.7573,1.9880,0.5030,0.8601
4286,3,255,5.6569,1.0000,1.4639,0.6831,0.8571
4287,28,255,18.1421,1.0000,1.2633,0.7916,0.9032
4288,351,255,116.6102,0.3244,3.1699,0.3155,0.6047
4289,52,255,30.6274,0.6966,1.8614,0.5372,0.8189
4290,7,255,9.0711,1.0000,1.0688,0.9356,0.8750
4291,10,255,10.4853,1.0000,1.5512,0.6447,0.9091
4292,197,255,58.7696,0.7168,1.7007,0.5880,0.8874
4293,132,255,49.3553,0.6810,2.3933,0.4178,0.8302
4294,47,255,25.2132,0.9291,1.0726,0.9323,0.8468
4295,3,255,5.6569,1.0000,1.4638,0.6831,0.8571
4296,26,255,17.5563,1.0000,1.0870,0.9199,0.8667
4297,18,255,15.3137,0.9645,1.3312,0.7512,0.8571
4298,8,255,9.0711,1.0000,1.2286,0.8139,0.9412
4299,3,255,5.6569,1.0000,1.4638,0.6831,0.8571
4300,47,255,31.4558,0.5969,2.1254,0.4705,0.7899
4301,85,255,36.0416,0.8223,1.7684,0.5655,0.8586
4302,25,255,16.7279,1.0000,1.1468,0.8720,0.9091
4303,57,255,26.9706,0.9847,1.3392,0.7467,0.9268
4304,6,255,8.4853,1.0000,1.8091,0.5528,0.8000
4305,33,255,20.1421,1.0000,1.0707,0.9339,0.9041
4306,16,255,13.3137,1.0000,1.2089,0.8272,0.8889
4307,4,255,5.6569,1.0000,1.0000,1.0000,1.0000
4308,41,255,22.1421,1.0000,1.0090,0.9911,0.9318
4309,147,255,45.4558,0.8940,1.4158,0.7063,0.9187
4310,146,255,45.1127,0.9015,1.0670,0.9372,0.8957
4311,10,255,10.4853,1.0000,1.5512,0.6447,0.9091
4312,26,255,17.8995,1.0000,1.1474,0.8716,0.9286
4313,33,255,19.8995,1.0000,1.0707,0.9339,0.9565
4314,37,255,21.3137,1.0000,1.1394,0.8777,0.9367
4315,41,255,22.1421,1.0000,1.1930,0.8382,0.9318
4316,21,255,15.3137,1.0000,1.0000,1.0000,0.9130
4317,4,255,5.6569,1.0000,1.0000,1.0000,1.0000
4318,2,255,4.8284,1.0000,2.0000,0.5000,1.0000
4319,56,255,27.5563,0.9267,1.3494,0.7411,0.9106
4320,16,255,13.8995,1.0000,1.3711,0.7293,0.8889
4321,73,255,43.2132,0.4912,2.4415,0.4096,0.7807
4322,11,255,11.0711,1.0000,1.3721,0.7288,0.9565
4323,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
4324,10,255,11.0711,1.0000,1.2356,0.8093,0.9091
4325,22,255,15.8995,1.0000,1.1014,0.9079,0.9362
4326,51,255,28.6274,0.7820,2.1358,0.4682,0.8500
4327,10,255,11.0711,1.0000,1.2356,0.8093,0.9091
4328,8,255,11.3137,0.7854,1.6237,0.6159,0.7273
4329,147,255,48.0416,0.8004,2.0901,0.4784,0.9393
4330,30,255,18.9706,1.0000,1.1180,0.8944,0.8824
4331,16,255,13.3137,1.0000,1.2089,0.8272,0.8889
4332,183,255,62.7696,0.5837,2.7840,0.3592,0.8262
4333,59,255,28.1421,0.9362,1.4728,0.6790,0.9291
4334,27,255,18.1421,1.0000,1.0586,0.9446,0.8852
4335,55,255,26.3848,0.9928,1.1375,0.8791,0.9091
4336,14,255,13.0711,1.0000,1.2386,0.8074,0.9333
4337,4,255,5.6569,1.0000,1.0000,1.0000,1.0000
4338,14,255,13.3137,0.9925,1.2637,0.7913,0.8485
4339,52,255,27.2132,0.8824,1.4892,0.6715,0.8667
4340,103,255,36.8701,0.9521,1.2808,0.7807,0.9115
4341,2,255,4.2426,1.0000,2.0000,0.5000,1.0000
4342,17,255,14.4853,1.0000,1.1339,0.8819,0.9189
4343,58,255,32.8701,0.6746,2.0095,0.4976,0.7838
4344,2,255,4.2426,1.0000,2.0000,0.5000,1.0000
4345,33,255,19.5563,1.0000,1.2115,0.8254,0.9041
4346,6,255,7.6569,1.0000,1.5000,0.6667,1.0000
4347,37,255,22.1421,0.9484,1.3164,0.7597,0.9024
4348,61,255,28.1421,0.9679,1.1582,0.8634,0.9313
4349,1077,255,234.4924,0.2461,2.3815,0.4199,0.6939
4350,36,255,24.9706,0.7255,1.8561,0.5388,0.8000
4351,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
4352,3,255,5.6569,1.0000,1.4638,0.6831,0.8571
4353,3,255,5.6569,1.0000,1.4639,0.6831,0.8571
4354,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
4355,554,255,150.1665,0.3087,1.7038,0.5869,0.6899
4356,7,255,9.0711,1.0000,1.0688,0.9356,0.8750
4357,30,255,18.7279,1.0000,1.1160,0.8960,0.9231
4358,153,255,48.8701,0.8050,1.8277,0.5471,0.9162
4359,8,255,9.0711,1.0000,1.2286,0.8139,0.9412
4360,6,255,8.4853,1.0000,1.2910,0.7746,0.8000
4361,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
4362,3,255,5.6569,1.0000,1.4638,0.6831,0.8571
4363,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
4364,7,255,8.4853,1.0000,1.0688,0.9356,0.8750
4365,12,255,13.3137,0.8507,1.6342,0.6119,0.8000
4366,6,255,7.6569,1.0000,1.5000,0.6667,1.0000
4367,18,255,15.3137,0.9645,1.4165,0.7060,0.8780
4368,46,255,34.0416,0.4988,1.4188,0.7048,0.6619
4369,9,255,9.8995,1.0000,1.3403,0.7461,0.8571
4370,87,255,36.3848,0.8258,1.8079,0.5531,0.9110
4371,46,255,24.9706,0.9271,1.0395,0.9620,0.8679
4372,5,255,7.6569,1.0000,1.5530,0.6439,0.9091
4373,125,255,58.1838,0.4640,3.2381,0.3088,0.7485
4374,142,255,55.9411,0.5702,1.4008,0.7139,0.7781
4375,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
4376,2,255,4.8284,1.0000,2.0000,0.5000,1.0000
4377,36,255,20.7279,1.0000,1.1857,0.8434,0.9351
4378,30,255,18.7279,1.0000,1.1160,0.8960,0.9231
4379,3,255,5.6569,1.0000,1.4639,0.6831,0.8571
4380,100,255,38.8701,0.8317,1.2683,0.7884,0.8772
4381,46,255,24.9706,0.9271,1.3164,0.7596,0.8762
4382,41,255,22.7279,0.9974,1.0784,0.9273,0.9213
4383,36,255,21.5563,0.9736,1.2044,0.8303,0.8889
4384,6,255,7.6569,1.0000,1.5000,0.6667,1.0000
4385,24,255,17.3137,1.0000,1.3953,0.7167,0.9057
4386,314,255,83.3970,0.5673,1.3204,0.7574,0.8263
4387,45,255,24.3848,0.9510,1.2274,0.8147,0.8824
4388,2,255,4.8284,1.0000,2.0000,0.5000,1.0000
4389,2,255,4.2426,1.0000,2.0000,0.5000,1.0000
4390,23,255,18.7279,0.8241,1.6399,0.6098,0.8364
4391,44,255,23.5563,0.9964,1.1204,0.8926,0.9167
4392,2,255,4.2426,1.0000,2.0000,0.5000,1.0000
4393,17,255,14.7279,0.9849,1.0445,0.9574,0.8500
4394,76,255,39.4558,0.6135,1.1552,0.8657,0.8216
4395,80,255,32.6274,0.9444,1.4010,0.7138,0.9040
4396,15,255,13.0711,1.0000,1.1366,0.8798,0.9677
4397,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
4398,16,255,13.3137,1.0000,1.2089,0.8272,0.8889
4399,14,255,12.4853,1.0000,1.0199,0.9805,0.9333
4400,55,255,26.9706,0.9502,1.1257,0.8884,0.8943
4401,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
4402,22,255,15.8995,1.0000,1.1014,0.9079,0.9362
4403,188,255,64.0833,0.5753,2.1735,0.4601,0.7966
4404,48,255,27.5563,0.7943,1.5747,0.6350,0.8496
4405,36,255,20.9706,1.0000,1.3195,0.7579,0.8889
4406,38,255,21.5563,1.0000,1.0826,0.9237,0.8941
4407,63,255,27.7990,1.0000,1.2783,0.7823,0.9197
4408,8,255,9.0711,1.0000,1.2286,0.8139,0.9412
4409,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
4410,14,255,12.7279,1.0000,1.2637,0.7913,0.8485
4411,3,255,5.6569,1.0000,1.4639,0.6831,0.8571
4412,14,255,13.3137,0.9925,1.3178,0.7588,0.8485
4413,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
4414,8,255,9.0711,1.0000,1.2286,0.8139,0.9412
4415,14,255,13.3137,0.9925,1.2637,0.7913,0.8485
4416,85,255,35.7990,0.8335,1.5790,0.6333,0.8901
4417,13,255,11.8995,1.0000,1.1592,0.8627,0.8966
4418,45,255,24.7279,0.9248,1.2384,0.8075,0.9000
4419,18,255,14.7279,1.0000,1.1296,0.8853,0.8571
4420,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
4421,17,255,13.8995,1.0000,1.2632,0.7917,0.9189
4422,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
4423,70,255,30.3848,0.9528,1.1432,0.8747,0.9091
4424,18,255,15.3137,0.9645,1.3052,0.7662,0.8571
4425,257,255,64.1838,0.7840,1.6242,0.6157,0.9033
4426,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
4427,83,255,35.2132,0.8412,1.3468,0.7425,0.8925
4428,4,255,5.6569,1.0000,1.0000,1.0000,1.0000
4429,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
4430,6,255,7.6569,1.0000,1.5000,0.6667,1.0000
4431,6,255,7.6569,1.0000,1.5000,0.6667,1.0000
4432,11,255,11.0711,1.0000,1.3721,0.7288,0.9565
4433,21,255,19.3137,0.7075,2.5822,0.3873,0.8235
4434,3,255,5.6569,1.0000,1.4638,0.6831,0.8571
4435,21,255,16.1421,1.0000,1.2823,0.7799,0.8571
4436,4,255,5.6569,1.0000,1.0000,1.0000,1.0000
4437,3,255,5.6569,1.0000,1.4638,0.6831,0.8571
4438,10,255,11.0711,1.0000,1.2356,0.8093,0.9091
4439,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
4440,9,255,9.6569,1.0000,1.0000,1.0000,1.0000
4441,7,255,9.0711,1.0000,1.0688,0.9356,0.8750
4442,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
4443,2,255,4.2426,1.0000,2.0000,0.5000,1.0000
4444,41,255,22.1421,1.0000,1.1930,0.8382,0.9318
4445,62,255,31.4558,0.7874,1.6253,0.6153,0.8378
4446,21,255,15.8995,1.0000,1.1818,0.8461,0.9130
4447,45,255,23.5563,1.0000,1.2015,0.8323,0.9184
4448,61,255,33.7990,0.6710,1.7196,0.5815,0.8079
4449,40,255,22.1421,1.0000,1.0448,0.9571,0.9195
4450,36,255,21.5563,0.9736,1.0799,0.9260,0.8780
4451,54,255,26.3848,0.9748,1.1451,0.8733,0.9000
4452,53,255,25.5563,1.0000,1.2683,0.7885,0.9381
4453,30,255,21.5563,0.8113,1.0424,0.9593,0.8451
4454,15,255,16.9706,0.6545,1.7777,0.5625,0.6818
4455,74,255,30.9706,0.9695,1.3819,0.7236,0.9427
4456,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
4457,6,255,8.4853,1.0000,1.2910,0.7746,0.8000
4458,82,255,32.6274,0.9680,1.2997,0.7694,0.9111
4459,5,255,7.6569,1.0000,1.5530,0.6439,0.9091
4460,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
4461,2,255,4.2426,1.0000,2.0000,0.5000,1.0000
4462,2,255,4.8284,1.0000,2.0000,0.5000,1.0000
4463,6,255,8.4853,1.0000,1.2910,0.7746,0.8000
4464,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
4465,85,255,33.2132,0.9683,1.1899,0.8404,0.9189
4466,61,255,26.9706,1.0000,1.1683,0.8560,0.9385
4467,78,255,31.7990,0.9693,1.2231,0.8176,0.9231
4468,18,255,14.7279,1.0000,1.1296,0.8853,0.8571
