Image,Aire (px²),Aire (mm²),Diamètre (px),Diamètre (mm),Temps (sec)
00025.jpg,727.5,2.3891937802169085,30.434877505829245,1.7444803846306687,1.0400000000000003
00026.jpg,770.0,2.528768674593841,31.311251163856024,1.7947127752733427,1.0800000000000003
00027.jpg,732.5,2.4056143560259593,30.539285625543155,1.7504648975238848,1.1200000000000003
00028.jpg,725.0,2.380983492312383,30.38253889873249,1.7414804161431436,1.1600000000000004
00029.jpg,719.0,2.361278801341522,30.256556854086718,1.7342593190430116,1.2000000000000004
00030.jpg,726.5,2.3859096650550984,30.413952871175685,1.7432810167442132,1.2400000000000004
00031.jpg,740.0,2.4302452197395357,30.695231927842155,1.7594034998022803,1.2800000000000005
00032.jpg,732.5,2.4056143560259593,30.539285625543155,1.7504648975238848,1.3200000000000005
00033.jpg,723.0,2.3744152619887626,30.340603007249587,1.7390767153202993,1.3600000000000005
00034.jpg,729.5,2.395762010540529,30.4766836759563,1.7468766500248438,1.4000000000000006
00035.jpg,726.0,2.384267607474193,30.403485153477522,1.742681023260001,1.4400000000000006
00036.jpg,730.5,2.399046125702339,30.497565270510307,1.7480735509189678,1.4800000000000006
00037.jpg,723.5,2.376057319569668,30.351092412232713,1.7396779518863412,1.5200000000000007
00038.jpg,716.5,2.3530685134369964,30.203909247028673,1.7312416391527963,1.5600000000000007
00039.jpg,713.5,2.343216167951566,30.140610729853144,1.727613465470554,1.6000000000000008
00040.jpg,748.5,2.458160198614922,30.871018759254923,1.769479330704416,1.6400000000000008
00041.jpg,723.5,2.376057319569668,30.351092412232713,1.7396779518863412,1.6800000000000008
00042.jpg,35.0,0.11494403066335643,6.6755811781245455,0.38263404934084233,1.7200000000000009
00043.jpg,78.0,0.2561609826211943,9.965574970333758,0.571211435103817,1.760000000000001
00044.jpg,86.0,0.2824339039156758,10.464157913908982,0.5997894428520594,1.800000000000001
00045.jpg,86.0,0.2824339039156758,10.464157913908982,0.5997894428520594,1.840000000000001
00046.jpg,94.0,0.30870682521015724,10.940041919714261,0.6270663823872283,1.880000000000001
00047.jpg,115.5,0.3793153011890762,12.126795430653198,0.695089268985935,1.920000000000001
00048.jpg,724.5,2.379341434731478,30.372060354224,1.7408798020828096,1.960000000000001
00049.jpg,710.5,2.3333638224661355,30.077178998940926,1.7239776561817426,2.000000000000001
00050.jpg,734.5,2.4121825863495796,30.580949063231785,1.7528529817141425,2.040000000000001
00051.jpg,711.0,2.3350058800470403,30.087760240780646,1.724584156695204,2.080000000000001
00052.jpg,715.0,2.3481423406942814,30.172276587716105,1.729428503756608,2.120000000000001
00053.jpg,733.0,2.4072564136068646,30.549706811864404,1.7510622239011149,2.160000000000001
00054.jpg,731.5,2.402330240864149,30.5184325772765,1.7492696328590618,2.200000000000001
00055.jpg,726.5,2.3859096650550984,30.413952871175685,1.7432810167442132,2.240000000000001
00056.jpg,726.5,2.3859096650550984,30.413952871175685,1.7432810167442132,2.280000000000001
00057.jpg,719.5,2.362920858922427,30.26707538625015,1.7348622251342452,2.320000000000001
00058.jpg,104.0,0.3415479768282591,11.507254783503184,0.6595781516427623,2.360000000000001
00059.jpg,714.0,2.3448582255324713,30.15116971098976,1.7282186900347398,2.4000000000000012
00060.jpg,102.5,0.3366218040855438,11.423968370726268,0.6548043025162871,2.4400000000000013
00061.jpg,103.5,0.33990591924735397,11.479559785988718,0.6579907169666369,2.4800000000000013
00062.jpg,110.5,0.36289472538002526,11.861406733319429,0.6798775968931929,2.5200000000000014
00063.jpg,737.0,2.420392874254105,30.632948674096244,1.7558335194588435,2.5600000000000014
00064.jpg,729.5,2.395762010540529,30.4766836759563,1.7468766500248438,2.6000000000000014
00065.jpg,388.0,1.2742366827823512,22.22649192646566,1.2739883437166744,2.6400000000000015
00073.jpg,631.5,2.0739187246831308,28.355789047393042,1.6253102308175214,2.6800000000000015
00074.jpg,728.5,2.3924778953787187,30.4557877642258,1.7456789284921763,2.7200000000000015
00075.jpg,729.5,2.395762010540529,30.4766836759563,1.7468766500248438,2.7600000000000016
00076.jpg,709.0,2.32843764972342,30.045412914740087,1.7221568730761008,2.8000000000000016
00077.jpg,734.0,2.4105405287686748,30.570538527078803,1.7522562657881826,2.8400000000000016
00078.jpg,723.5,2.376057319569668,30.351092412232713,1.7396779518863412,2.8800000000000017
00079.jpg,745.5,2.4483078531294917,30.809090875909725,1.7659297196459618,2.9200000000000017
00080.jpg,715.5,2.3497843982751863,30.18282449105797,1.7300330933586308,2.9600000000000017
00081.jpg,695.5,2.2841020950389828,29.75799226028708,1.7056823630756925,3.0000000000000018
00082.jpg,695.0,2.2824600374580775,29.747293718772774,1.7050691391252335,3.040000000000002
00083.jpg,698.0,2.292312382943508,29.811427376513585,1.7087451817806387,3.080000000000002
00084.jpg,728.0,2.3908358377978134,30.445334430207833,1.7450797594583978,3.120000000000002
00085.jpg,719.0,2.361278801341522,30.256556854086718,1.7342593190430116,3.160000000000002
00086.jpg,714.0,2.3448582255324713,30.15116971098976,1.7282186900347398,3.200000000000002
00087.jpg,692.5,2.2742497495535523,29.693743191606885,1.7019997052426876,3.240000000000002
00088.jpg,690.0,2.2660394616490267,29.640095915284455,1.698924725847242,3.280000000000002
00089.jpg,718.5,2.3596367437606167,30.246034663939245,1.7336562032817568,3.320000000000002
00090.jpg,727.5,2.3891937802169085,30.434877505829245,1.7444803846306687,3.360000000000002
00091.jpg,737.0,2.420392874254105,30.632948674096244,1.7558335194588435,3.400000000000002
00092.jpg,723.5,2.376057319569668,30.351092412232713,1.7396779518863412,3.440000000000002
00093.jpg,707.5,2.323511476980705,30.013613209677498,1.720334162874356,3.480000000000002
00094.jpg,706.5,2.3202273618188944,29.992394675240465,1.7191179491041864,3.5200000000000022
00095.jpg,709.0,2.32843764972342,30.045412914740087,1.7221568730761008,3.5600000000000023
00096.jpg,715.5,2.3497843982751863,30.18282449105797,1.7300330933586308,3.6000000000000023
00097.jpg,718.0,2.357994686179712,30.23550881198871,1.7330528776315806,3.6400000000000023
00098.jpg,727.5,2.3891937802169085,30.434877505829245,1.7444803846306687,3.6800000000000024
00099.jpg,719.5,2.362920858922427,30.26707538625015,1.7348622251342452,3.7200000000000024
00100.jpg,727.0,2.3875517226360032,30.424416987387996,1.7438808037967939,3.7600000000000025
00101.jpg,725.0,2.380983492312383,30.38253889873249,1.7414804161431436,3.8000000000000025
00102.jpg,705.0,2.3153011890761794,29.96053869739811,1.7172920134332257,3.8400000000000025
00103.jpg,710.5,2.3333638224661355,30.077178998940926,1.7239776561817426,3.8800000000000026
00104.jpg,702.5,2.307090901171654,29.907369997651948,1.714244465311314,3.9200000000000026
00105.jpg,703.0,2.308732958752559,29.918011296689148,1.7148544082109964,3.9600000000000026
00106.jpg,701.0,2.302164728428939,29.87542335866304,1.7124133330828253,4.000000000000003
00107.jpg,704.0,2.3120170739143693,29.93928254807644,1.716073643635702,4.040000000000003
00108.jpg,716.0,2.3514264558560916,30.19336870954244,1.7306374717502933,4.080000000000003
00109.jpg,189.5,0.6223398231630298,15.533154661153457,0.8903365427584408,4.120000000000003
00110.jpg,138.0,0.45320789232980535,13.255453865237978,0.7597822351299254,4.160000000000003
00111.jpg,728.0,2.3908358377978134,30.445334430207833,1.7450797594583978,4.200000000000003
00112.jpg,707.5,2.323511476980705,30.013613209677498,1.720334162874356,4.240000000000003
00113.jpg,320.0,1.0509168517792586,20.185060176161283,1.1569766145159852,4.280000000000003
00118.jpg,419.0,1.3760442527984669,23.09734550211416,1.3239043317246206,4.320000000000003
00127.jpg,134.0,0.4400714316825646,13.061933202803933,0.7486899282996362,4.360000000000003
00166.jpg,707.0,2.3218694193997997,30.003005818213616,1.7197261635046428,4.400000000000003
00167.jpg,614.0,2.016446709351453,27.96013377055607,1.6026318786741451,4.440000000000003
00168.jpg,713.0,2.3415741103706607,30.130048048354833,1.7270080288073253,4.480000000000003
00169.jpg,708.0,2.32515353456161,30.024216853608277,1.7209419474412335,4.520000000000003
00170.jpg,717.0,2.3547105710179017,30.2144461073691,1.7318455957869554,4.560000000000003
00171.jpg,708.5,2.326795592142515,30.03481675397509,1.7215495174327804,4.600000000000003
00172.jpg,701.0,2.302164728428939,29.87542335866304,1.7124133330828253,4.640000000000003
00173.jpg,688.0,2.2594712313254064,29.597108081327676,1.6964607292991698,4.680000000000003
00174.jpg,43.0,0.1412169519578379,7.399277020331919,0.42411518232479245,4.720000000000003
00175.jpg,48.0,0.1576375277668888,7.817640190446719,0.4480951159971848,4.760000000000003
00176.jpg,68.0,0.22331983100309247,9.304852983362556,0.533339866678917,4.800000000000003
00189.jpg,694.5,2.2808179798771726,29.736591328169585,1.7044556945509177,4.840000000000003
00190.jpg,699.0,2.295596498105318,29.83277462405867,1.7099687731882638,4.8800000000000034
00191.jpg,687.5,2.257829173744501,29.586351363515988,1.6958441707727916,4.9200000000000035
00192.jpg,127.0,0.4170826255498933,12.716187407449045,0.7288723108983632,4.9600000000000035
00193.jpg,119.0,0.39080970425541184,12.309163489997376,0.7055423257543793,5.0000000000000036
00194.jpg,62.0,0.20361514003223138,8.884866446580956,0.5092668841251301,5.040000000000004
00195.jpg,124.5,0.40887233764536784,12.590406002966217,0.7216627141838845,5.080000000000004
00196.jpg,131.5,0.43186114377803914,12.939513133525306,0.7416729981509675,5.120000000000004
00197.jpg,684.0,2.2463347706781653,29.51094455619561,1.6915219685160936,5.160000000000004
00198.jpg,670.5,2.201999215993728,29.218266799126305,1.67474612947658,5.200000000000004
00199.jpg,682.5,2.2414085979354503,29.47856830447755,1.6896662115465049,5.240000000000004
00200.jpg,683.0,2.243050655516355,29.489364337912,1.6902850235839315,5.280000000000004
00201.jpg,704.0,2.3120170739143693,29.93928254807644,1.716073643635702,5.320000000000004
00202.jpg,697.0,2.2890282677816978,29.790064831759068,1.7075207135604886,5.360000000000004
00203.jpg,679.0,2.2299141948691146,29.40288507740653,1.6853281653346988,5.400000000000004
00204.jpg,676.5,2.221703906964589,29.34870613865861,1.6822227118664614,5.440000000000004
00205.jpg,691.5,2.2709656343917417,29.672295920342346,1.7007703806292511,5.480000000000004
00206.jpg,681.5,2.23812448277364,29.456964367310718,1.6884279070844246,5.520000000000004
00207.jpg,688.5,2.2611132889063112,29.607860891157934,1.697077063826061,5.560000000000004
00208.jpg,692.5,2.2742497495535523,29.693743191606885,1.7019997052426876,5.600000000000004
00209.jpg,684.0,2.2463347706781653,29.51094455619561,1.6915219685160936,5.640000000000004
00210.jpg,678.0,2.2266300797073044,29.381225490616288,1.6840866711217668,5.680000000000004
00211.jpg,684.5,2.2479768282590706,29.521728749706018,1.6921401019072781,5.720000000000004
00212.jpg,689.5,2.2643974040681214,29.62935480389161,1.6983090618567966,5.760000000000004
00213.jpg,48.0,0.1576375277668888,7.817640190446719,0.4480951159971848,5.800000000000004
00214.jpg,710.0,2.33172176488523,30.066594033278285,1.7233709422244765,5.840000000000004
00215.jpg,720.0,2.364562916503332,30.277590264241923,1.7354649217739777,5.880000000000004
00216.jpg,418.0,1.3727601376366567,23.06976657227589,1.3223235498692394,5.920000000000004
00217.jpg,368.5,1.2101964371270526,21.660765735192914,1.24156178824399,5.960000000000004
00225.jpg,73.0,0.2397404068121434,9.640875829802336,0.552600179597531,6.000000000000004
00226.jpg,699.5,2.2972385556862234,29.843442521636916,1.7105802406754236,6.0400000000000045
00227.jpg,682.5,2.2414085979354503,29.47856830447755,1.6896662115465049,6.0800000000000045
00228.jpg,688.5,2.2611132889063112,29.607860891157934,1.697077063826061,6.1200000000000045
00229.jpg,691.0,2.269323576810837,29.661566469288122,1.7001553849914877,6.160000000000005
00230.jpg,680.0,2.2331983100309247,29.42452872043851,1.6865687456759209,6.200000000000005
00231.jpg,680.5,2.23484036761183,29.435344574036808,1.6871886937746656,6.240000000000005
00232.jpg,683.0,2.243050655516355,29.489364337912,1.6902850235839315,6.280000000000005
00233.jpg,685.5,2.251260943420881,29.54328532705789,1.6933756917775813,6.320000000000005
00234.jpg,701.5,2.3038067860098437,29.886076032689814,1.713023927979421,6.360000000000005
00235.jpg,691.5,2.2709656343917417,29.672295920342346,1.7007703806292511,6.400000000000005
00236.jpg,686.5,2.254545058582691,29.56482618688446,1.6946103807434998,6.440000000000005
00237.jpg,687.5,2.257829173744501,29.586351363515988,1.6958441707727916,6.480000000000005
00238.jpg,682.5,2.2414085979354503,29.47856830447755,1.6896662115465049,6.520000000000005
00239.jpg,691.0,2.269323576810837,29.661566469288122,1.7001553849914877,6.560000000000005
00240.jpg,342.5,1.1248094429199877,20.88263738304607,1.1969606674809719,6.600000000000005
00251.jpg,670.5,2.201999215993728,29.218266799126305,1.67474612947658,6.640000000000005
00252.jpg,675.0,2.216777734221874,29.316150714175198,1.6803566849894431,6.680000000000005
00253.jpg,671.5,2.205283331155538,29.2400470979385,1.6759945427170142,6.720000000000005
00254.jpg,686.5,2.254545058582691,29.56482618688446,1.6946103807434998,6.760000000000005
00255.jpg,683.0,2.243050655516355,29.489364337912,1.6902850235839315,6.800000000000005
00256.jpg,685.0,2.2496188858399755,29.53250900522315,1.6927580095787431,6.840000000000005
00257.jpg,670.5,2.201999215993728,29.218266799126305,1.67474612947658,6.880000000000005
00258.jpg,676.0,2.220061849383684,29.33785834448333,1.681600932982953,6.920000000000005
00259.jpg,678.0,2.2266300797073044,29.381225490616288,1.6840866711217668,6.960000000000005
00260.jpg,692.0,2.272607691972647,29.683021493047715,1.7013851539660212,7.000000000000005
00261.jpg,683.0,2.243050655516355,29.489364337912,1.6902850235839315,7.040000000000005
00262.jpg,690.0,2.2660394616490267,29.640095915284455,1.698924725847242,7.080000000000005
00263.jpg,679.0,2.2299141948691146,29.40288507740653,1.6853281653346988,7.120000000000005
00264.jpg,667.0,2.1905048129273923,29.14190756176324,1.6703693353942082,7.1600000000000055
00265.jpg,673.0,2.2102095038982537,29.2726871606753,1.6778654209285842,7.2000000000000055
00266.jpg,679.0,2.2299141948691146,29.40288507740653,1.6853281653346988,7.2400000000000055
00267.jpg,672.0,2.2069253887364435,29.25093116572581,1.6766184007481928,7.280000000000006
00268.jpg,671.0,2.2036412735746334,29.229158977248975,1.6753704523797117,7.320000000000006
00269.jpg,674.5,2.2151356766409687,29.305290869122373,1.6797342153681625,7.360000000000006
00270.jpg,670.0,2.2003571584128228,29.20737055903114,1.67412157374743,7.400000000000006
00271.jpg,669.0,2.1970730432510126,29.185565874723483,1.672871762767889,7.440000000000006
00272.jpg,682.0,2.239766540354545,29.467768315727287,1.689047172796457,7.480000000000006
00273.jpg,679.0,2.2299141948691146,29.40288507740653,1.6853281653346988,7.520000000000006
00274.jpg,666.0,2.187220697765582,29.120053859730724,1.6691167147940436,7.560000000000006
00275.jpg,670.0,2.2003571584128228,29.20737055903114,1.67412157374743,7.600000000000006
00276.jpg,696.5,2.287386210200793,29.77937781264143,1.7069081500560908,7.640000000000006
00277.jpg,701.5,2.3038067860098437,29.886076032689814,1.713023927979421,7.680000000000006
00278.jpg,683.0,2.243050655516355,29.489364337912,1.6902850235839315,7.720000000000006
00279.jpg,686.0,2.252903001001786,29.554057719513263,1.6939931487504354,7.760000000000006
00280.jpg,677.0,2.2233459645454943,29.35954992478095,1.6828442610145378,7.800000000000006
00281.jpg,708.5,2.326795592142515,30.03481675397509,1.7215495174327804,7.840000000000006
00282.jpg,696.0,2.2857441526198876,29.768686956862464,1.7062953666401643,7.880000000000006
00283.jpg,691.0,2.269323576810837,29.661566469288122,1.7001553849914877,7.920000000000006
00284.jpg,703.5,2.310375016333464,29.928648812152996,1.7154641342420716,7.960000000000006
00285.jpg,681.5,2.23812448277364,29.456964367310718,1.6884279070844246,8.000000000000005
00286.jpg,673.5,2.2118515614791585,29.283559096857267,1.6784885835947974,8.040000000000004
00287.jpg,544.0,1.7865586480247397,26.318098569918163,1.5085129456231654,8.080000000000004
00288.jpg,440.0,1.4450106711964807,23.66908109081279,1.3566753366182331,8.120000000000003
00289.jpg,685.0,2.2496188858399755,29.53250900522315,1.6927580095787431,8.160000000000002
00290.jpg,62.5,0.20525719761313646,8.920620580763856,0.511316256124067,8.200000000000001
00291.jpg,42.0,0.13793283679602772,7.312732791431452,0.4191546001870482,8.24
00292.jpg,42.0,0.13793283679602772,7.312732791431452,0.4191546001870482,8.28
00293.jpg,36.0,0.11822814582516661,6.770275002573076,0.3880617537652969,8.319999999999999
00294.jpg,31.5,0.10344962759702078,6.333012368467128,0.36299853187509334,8.359999999999998
00295.jpg,665.0,2.183936582603772,29.098183744847088,1.6678631534344877,8.399999999999997
00296.jpg,675.5,2.218419791802779,29.327006537807478,1.6809789241090813,8.439999999999996
00297.jpg,663.0,2.1773683522801517,29.054394128245264,1.6653531999379525,8.479999999999995
00298.jpg,660.5,2.169158064375626,28.999564122544584,1.6622104283130066,8.519999999999994
00299.jpg,666.0,2.187220697765582,29.120053859730724,1.6691167147940436,8.559999999999993
00300.jpg,651.5,2.1396010279193347,28.801311834618897,1.6508469119844695,8.599999999999993
00301.jpg,666.0,2.187220697765582,29.120053859730724,1.6691167147940436,8.639999999999992
00302.jpg,668.5,2.1954309856701077,29.174657421389824,1.6722465069946866,8.67999999999999
00303.jpg,682.0,2.239766540354545,29.467768315727287,1.689047172796457,8.71999999999999
00304.jpg,676.0,2.220061849383684,29.33785834448333,1.681600932982953,8.75999999999999
00305.jpg,677.0,2.2233459645454943,29.35954992478095,1.6828442610145378,8.799999999999988
00306.jpg,662.5,2.1757262946992464,29.043436408025915,1.6647251202626108,8.839999999999987
00307.jpg,673.5,2.2118515614791585,29.283559096857267,1.6784885835947974,8.879999999999987
00308.jpg,653.5,2.146169258242955,28.845485651734638,1.6533788872637496,8.919999999999986
00309.jpg,668.0,2.1937889280892025,29.163744887841286,1.6716210173498407,8.959999999999985
00310.jpg,337.0,1.106746809530032,20.71428798138497,1.1873111386170607,8.999999999999984
00325.jpg,245.0,0.804608214643495,17.66192765414112,1.0123545377014869,9.039999999999983
00326.jpg,522.5,1.7159501720458208,25.792783140330602,1.4784026728782262,9.079999999999982
00327.jpg,485.0,1.592795853477939,24.849973424463737,1.4243622695464255,9.119999999999981
00328.jpg,316.5,1.039422448712923,20.074369626682653,1.1506320024079695,9.15999999999998
00329.jpg,545.0,1.7898427631865501,26.34227689249097,1.5098988098985664,9.19999999999998
00361.jpg,62.0,0.20361514003223138,8.884866446580956,0.5092668841251301,9.239999999999979
00362.jpg,48.5,0.1592795853477939,7.858251581595959,0.45042289849733924,9.279999999999978
00363.jpg,42.0,0.13793283679602772,7.312732791431452,0.4191546001870482,9.319999999999977
00364.jpg,42.0,0.13793283679602772,7.312732791431452,0.4191546001870482,9.359999999999976
00365.jpg,42.0,0.13793283679602772,7.312732791431452,0.4191546001870482,9.399999999999975
00373.jpg,611.5,2.0082364214469273,27.90315361398335,1.5993658637070975,9.439999999999975
00374.jpg,662.5,2.1757262946992464,29.043436408025915,1.6647251202626108,9.479999999999974
00375.jpg,664.0,2.180652467441962,29.076297180076903,1.6666086491927268,9.519999999999973
00376.jpg,659.0,2.164231891632911,28.96661630188228,1.6603219098903281,9.559999999999972
00377.jpg,670.0,2.2003571584128228,29.20737055903114,1.67412157374743,9.599999999999971
00378.jpg,655.0,2.15109543098567,28.878571671769564,1.6552753270619833,9.63999999999997
00379.jpg,646.0,2.1215383945293786,28.679483013103898,1.6438638712485611,9.67999999999997
00380.jpg,649.0,2.131390740014809,28.745999104799274,1.6476764713552203,9.719999999999969
00381.jpg,662.5,2.1757262946992464,29.043436408025915,1.6647251202626108,9.759999999999968
00382.jpg,470.0,1.5435341260507862,24.462677409178383,1.4021630574227193,9.799999999999967
00383.jpg,377.0,1.2381114160024391,21.909160375631842,1.255799387124094,9.839999999999966
00384.jpg,693.5,2.2775338647153625,29.715174983059335,1.7032281425770956,9.879999999999965
00385.jpg,671.5,2.205283331155538,29.2400470979385,1.6759945427170142,9.919999999999964
00395.jpg,158.0,0.518890195566009,14.183506197980657,0.8129767679507082,9.959999999999964
00396.jpg,677.0,2.2233459645454943,29.35954992478095,1.6828442610145378,9.999999999999963
00397.jpg,678.0,2.2266300797073044,29.381225490616288,1.6840866711217668,10.039999999999962
00398.jpg,674.5,2.2151356766409687,29.305290869122373,1.6797342153681625,10.079999999999961
00399.jpg,661.5,2.1724421795374362,29.02150855559218,1.6634682494754556,10.11999999999996
00400.jpg,691.0,2.269323576810837,29.661566469288122,1.7001553849914877,10.15999999999996
00401.jpg,192.0,0.6305501110675552,15.635280380893438,0.8961902319943696,10.199999999999958
00403.jpg,184.5,0.6059192473539788,15.326861909850873,0.8785121594314528,10.239999999999958
00404.jpg,663.5,2.179010409861057,29.065347717372667,1.6659810428254553,10.279999999999957
00405.jpg,678.0,2.2266300797073044,29.381225490616288,1.6840866711217668,10.319999999999956
00406.jpg,667.5,2.1921468705082976,29.15282826949593,1.6709952935707217,10.359999999999955
00407.jpg,648.5,2.129748682433904,28.73492378205923,1.6470416508842076,10.399999999999954
00408.jpg,632.5,2.077202839844941,28.37823130579125,1.6265965865636547,10.439999999999953
00409.jpg,640.0,2.1018337035585173,28.54598585844434,1.6362120195970145,10.479999999999952
00410.jpg,638.5,2.0969075308158023,28.512513907289925,1.6342934588203855,10.519999999999952
00411.jpg,668.0,2.1937889280892025,29.163744887841286,1.6716210173498407,10.55999999999995
00412.jpg,651.5,2.1396010279193347,28.801311834618897,1.6508469119844695,10.59999999999995
00413.jpg,652.5,2.142885143081145,28.823407205597565,1.6521133846770586,10.639999999999949
00414.jpg,639.0,2.098549588396707,28.523675588636344,1.634933229233938,10.679999999999948
00415.jpg,669.5,2.198715100831918,29.19647025241564,1.673496784931587,10.719999999999947
00416.jpg,658.5,2.1625898340520058,28.955625363789064,1.6596919262175294,10.759999999999946
00417.jpg,638.0,2.095265473234897,28.501347854812654,1.6336534378603331,10.799999999999946
00418.jpg,649.5,2.1330327975957144,28.757070162057335,1.648311047335364,10.839999999999945
00419.jpg,643.0,2.111686049043948,28.61281229213077,1.640042408029446,10.879999999999944
00420.jpg,646.0,2.1215383945293786,28.679483013103898,1.6438638712485611,10.919999999999943
00421.jpg,624.0,2.0492878609695544,28.18690255978371,1.6156299170128339,10.959999999999942
00422.jpg,651.0,2.1379589703384294,28.79025779013781,1.650213311150545,10.999999999999941
00423.jpg,28.0,0.09195522453068514,5.970821321441846,0.3422382979328528,11.03999999999994
00424.jpg,651.5,2.1396010279193347,28.801311834618897,1.6508469119844695,11.07999999999994
00425.jpg,650.5,2.1363169127575246,28.77919949981624,1.6495794669515718,11.119999999999939
00426.jpg,638.5,2.0969075308158023,28.512513907289925,1.6342934588203855,11.159999999999938
00427.jpg,651.0,2.1379589703384294,28.79025779013781,1.650213311150545,11.199999999999937
00428.jpg,636.5,2.090339300492182,28.467823419150456,1.6317318687524134,11.239999999999936
00429.jpg,640.5,2.1034757611394226,28.55713445713473,1.6368510401328382,11.279999999999935
00430.jpg,655.5,2.1527374885665753,28.88959192466898,1.6559069910144018,11.319999999999935
00431.jpg,642.0,2.108401933882138,28.590554169515052,1.6387666066632538,11.359999999999934
00432.jpg,632.5,2.077202839844941,28.37823130579125,1.6265965865636547,11.399999999999933
00433.jpg,641.0,2.1051178187203274,28.568278705151968,1.637489811294766,11.439999999999932
00434.jpg,648.0,2.128106624852999,28.723844188903154,1.646406585639514,11.479999999999931
00435.jpg,652.0,2.1412430855002396,28.812361638146328,1.6514802697334514,11.51999999999993
00436.jpg,671.5,2.205283331155538,29.2400470979385,1.6759945427170142,11.55999999999993
00437.jpg,652.5,2.142885143081145,28.823407205597565,1.6521133846770586,11.599999999999929
00438.jpg,650.5,2.1363169127575246,28.77919949981624,1.6495794669515718,11.639999999999928
00439.jpg,655.0,2.15109543098567,28.878571671769564,1.6552753270619833,11.679999999999927
00440.jpg,643.5,2.113328106624853,28.623934862926816,1.640679936686384,11.719999999999926
00441.jpg,647.5,2.1264645672720937,28.712760320387485,1.6457712753377818,11.759999999999925
00442.jpg,660.5,2.169158064375626,28.999564122544584,1.6622104283130066,11.799999999999924
00443.jpg,649.5,2.1330327975957144,28.757070162057335,1.648311047335364,11.839999999999923
00444.jpg,641.0,2.1051178187203274,28.568278705151968,1.637489811294766,11.879999999999923
00445.jpg,621.5,2.0410775730650292,28.130381743817548,1.6123902307431124,11.919999999999922
00446.jpg,657.5,2.1593057188901956,28.9336309623139,1.6584312409416393,11.959999999999921
00447.jpg,647.5,2.1264645672720937,28.712760320387485,1.6457712753377818,11.99999999999992
00448.jpg,645.5,2.1198963369484733,28.668381993522893,1.6432275778741339,12.03999999999992
00449.jpg,640.5,2.1034757611394226,28.55713445713473,1.6368510401328382,12.079999999999918
00450.jpg,635.5,2.087055185330372,28.44545184522819,1.630449564531763,12.119999999999918
00451.jpg,628.0,2.0624243216167955,28.277100878514442,1.6207999459614404,12.159999999999917
00452.jpg,631.0,2.072276667102226,28.34456125481373,1.6246666710097462,12.199999999999916
00453.jpg,646.0,2.1215383945293786,28.679483013103898,1.6438638712485611,12.239999999999915
00454.jpg,641.0,2.1051178187203274,28.568278705151968,1.637489811294766,12.279999999999914
00455.jpg,646.5,2.1231804521102835,28.690579737455337,1.6444999184270337,12.319999999999913
00456.jpg,644.0,2.1149701642057583,28.635053113438516,1.641317217711266,12.359999999999912
00457.jpg,629.0,2.0657084367786056,28.299605538565682,1.622089878474382,12.399999999999912
00458.jpg,615.5,2.021372882094168,27.994266194785187,1.6045882967519305,12.43999999999991
00459.jpg,632.0,2.075560782264036,28.367012395961314,1.6259535359014163,12.47999999999991
