Nom du fichier,Aire (px²),Aire (mm²),Diamètre (px),Diamètre (mm),Centre X,Centre Y,Circularité,Ratio axes
1215.jpg,9180.5,22.329345161290323,108.115566133842,5.333083656790186,276,373,0.6993665089428731,0.4324317205430034
